Ensembl ID,Gene Symbol,Aire_pos_TEC (mean counts),Aire_ko_TEC (mean counts),Fold Change,FDR (BH)
ENSMUSG00000020701,Tmem132e,95.97968547,2.985466707,0.031105194,2.01396E-10
ENSMUSG00000042269,Fam92b,38.39187419,1.194186683,0.031105194,1.12057E-08
ENSMUSG00000030562,Nox4,19.19056092,0.597093341,0.031113908,4.22624E-05
ENSMUSG00000042092,Lce1c,19.16368008,0.597093341,0.031157551,3.84344E-06
ENSMUSG00000006007,Pdc,19.69451771,0.616416619,0.031298894,2.83976E-06
ENSMUSG00000024306,4921528I01Rik,19.69451771,0.616416619,0.031298894,2.41762E-06
ENSMUSG00000043460,Elfn2,501.2109357,15.69833638,0.031320818,6.14977E-45
ENSMUSG00000042436,Mfap4,192.3826852,6.048226525,0.031438518,7.92502E-33
ENSMUSG00000074206,Adh6b,95.45422401,3.004789985,0.031478858,3.17328E-19
ENSMUSG00000051669,AU021092,115.0519707,3.640529882,0.031642482,2.1339E-15
ENSMUSG00000054675,Tmem119,152.5434547,4.87336312,0.031947376,3.8361E-24
ENSMUSG00000021362,Gcm2,37.90942208,1.213509961,0.032010774,9.7813E-11
ENSMUSG00000030111,A2m,530.2655855,17.00846273,0.032075366,6.00403E-37
ENSMUSG00000001506,Col1a1,3249.15691,104.3232101,0.032107778,1.93654E-34
ENSMUSG00000079679,Vwde,19.16905625,0.616416619,0.032156858,3.3409E-06
ENSMUSG00000035189,Ano4,57.14299235,1.849249858,0.032361796,2.02542E-14
ENSMUSG00000030470,Csrp3,261.5600994,8.494569724,0.03247655,3.69759E-36
ENSMUSG00000054986,Sec14l3,297.0626371,9.650109852,0.032485101,2.77186E-25
ENSMUSG00000027355,Tmco5,18.25791372,0.597093341,0.032703262,9.93713E-06
ENSMUSG00000036523,Greb1,183.6501617,6.00957997,0.032722977,3.79123E-31
ENSMUSG00000041052,Slc7a13,18.23640905,0.597093341,0.032741827,1.21674E-05
ENSMUSG00000023391,Dlx2,18.23103288,0.597093341,0.032751482,5.89282E-06
ENSMUSG00000025478,Dpysl4,36.42443258,1.194186683,0.03278532,4.26015E-10
ENSMUSG00000035805,Mlc1,72.48468875,2.407696643,0.033216624,1.76482E-14
ENSMUSG00000041536,Serpina3a,54.21064653,1.810603302,0.033399404,1.99495E-06
ENSMUSG00000033383,Rtp1,73.81914554,2.465666477,0.03340145,7.21694E-17
ENSMUSG00000036760,Kcnk9,54.72535565,1.82992658,0.033438368,1.72665E-13
ENSMUSG00000039269,2300002M23Rik,197.6842822,6.625996589,0.033518075,1.5353E-11
ENSMUSG00000068117,Mei1,73.40120745,2.465666477,0.033591634,5.94788E-17
ENSMUSG00000036602,Alx1,17.73782843,0.597093341,0.033662144,1.65676E-05
ENSMUSG00000066058,Cldn19,89.20385129,3.004789985,0.033684532,6.65975E-19
ENSMUSG00000022342,Kcnv1,17.70557142,0.597093341,0.033723472,7.9436E-05
ENSMUSG00000091043,Glyatl3,54.2160227,1.82992658,0.033752505,1.17802E-13
ENSMUSG00000070702,Csn1s1,856.4997451,28.93100628,0.033778184,3.28073E-88
ENSMUSG00000066108,Muc5b,479.8984273,16.27610644,0.033915732,3.55892E-20
ENSMUSG00000067998,Bpifb9a,52.76329021,1.791280024,0.033949362,1.05957E-06
ENSMUSG00000027460,Angpt4,124.2723224,4.237623223,0.034099493,2.02804E-21
ENSMUSG00000022057,Adamdec1,262.8461706,8.995046677,0.034221715,2.05089E-45
ENSMUSG00000031757,Mt4,581.4471152,19.9359596,0.034286798,8.6668E-34
ENSMUSG00000018593,Sparc,2397.464154,82.94186116,0.034595663,8.42292E-77
ENSMUSG00000026258,3110079O15Rik,17.24462399,0.597093341,0.034624898,3.41371E-05
ENSMUSG00000034387,D630042P16Rik,17.78083778,0.616416619,0.034667468,0.000757905
ENSMUSG00000026673,Sh2d1b1,17.77546161,0.616416619,0.034677953,1.09797E-05
ENSMUSG00000074060,Fbxw15,17.77546161,0.616416619,0.034677953,4.89232E-05
ENSMUSG00000031495,Cd209d,17.77008545,0.616416619,0.034688444,7.66595E-06
ENSMUSG00000060416,Gm839,17.76470928,0.616416619,0.034698942,8.8083E-06
ENSMUSG00000045330,4933402E13Rik,35.49716154,1.232833238,0.034730474,1.22219E-07
ENSMUSG00000064016,Gm648,87.81025665,3.062759818,0.034879295,5.02512E-13
ENSMUSG00000071234,Tmem90a,120.9274147,4.218299945,0.034882909,7.81967E-23
ENSMUSG00000008845,Cd163,209.1341047,7.319706319,0.035000061,3.10369E-32
ENSMUSG00000009471,Myod1,34.0874384,1.194186683,0.035033043,1.1907E-09
ENSMUSG00000037335,Hand1,483.655897,16.95049289,0.035046596,3.66844E-55
ENSMUSG00000047746,Fbxo40,34.5376335,1.213509961,0.035135875,9.8236E-11
ENSMUSG00000048013,Krt35,69.58997611,2.446343199,0.035153672,1.45338E-15
ENSMUSG00000033595,Lgi3,102.6103631,3.640529882,0.035479164,4.33599E-07
ENSMUSG00000071984,Fndc1,306.1539608,10.86361981,0.035484172,2.59094E-42
ENSMUSG00000057400,Ces1c,358.4294227,12.73219295,0.035522176,2.3983E-18
ENSMUSG00000042243,BC051665,16.79442889,0.597093341,0.03555306,1.99435E-05
ENSMUSG00000042353,Frem3,34.54300966,1.232833238,0.035689804,5.8937E-06
ENSMUSG00000029268,Ugt2a1,17.26612866,0.616416619,0.035700917,1.07191E-05
ENSMUSG00000029307,Dmp1,34.52150499,1.232833238,0.035712036,1.41769E-09
ENSMUSG00000035930,Chst4,17.23924782,0.616416619,0.035756584,1.51987E-05
ENSMUSG00000055827,Gsdmc3,420.712727,15.06259648,0.035802569,3.01717E-37
ENSMUSG00000028186,Uox,151.5893028,5.451133184,0.03595988,4.50165E-28
ENSMUSG00000049538,Adamts16,50.82272944,1.82992658,0.036006067,8.91396E-13
ENSMUSG00000068348,Gm10238,67.21534875,2.427019921,0.036108121,1.83506E-15
ENSMUSG00000059908,Mug1,100.2841213,3.621206604,0.036109471,2.90041E-11
ENSMUSG00000079025,Gsdmc,149.6057327,5.412486628,0.036178337,7.91196E-27
ENSMUSG00000066072,Cyp4a10,16.3603623,0.597093341,0.03649634,0.001319491
ENSMUSG00000043060,Fscb,16.32272912,0.597093341,0.036580485,3.62202E-05
ENSMUSG00000074062,Fbxw16,33.12791035,1.213509961,0.036631045,2.69604E-09
ENSMUSG00000029843,Slc13a4,279.3086802,10.3244963,0.036964466,1.06709E-37
ENSMUSG00000027524,Edn3,49.90621074,1.849249858,0.037054503,3.7815E-07
ENSMUSG00000091342,Gm17329,97.89336539,3.640529882,0.037188729,1.51465E-19
ENSMUSG00000074156,Ces1h,748.9842184,27.93005237,0.037290575,7.44167E-30
ENSMUSG00000038567,Cyp24a1,177.9951407,6.683966422,0.037551398,1.88543E-18
ENSMUSG00000030098,Grip2,210.5599564,7.936122939,0.037690561,5.72124E-29
ENSMUSG00000027824,Vmn2r1,15.82952468,0.597093341,0.037720232,3.59953E-05
ENSMUSG00000043986,4932411G14Rik,15.82414851,0.597093341,0.037733047,3.67637E-05
ENSMUSG00000073774,Kncn,16.33348146,0.616416619,0.037739451,3.98381E-05
ENSMUSG00000050138,Kcnk12,15.81877234,0.597093341,0.037745871,0.00346475
ENSMUSG00000031384,Asb9,32.14150146,1.213509961,0.037755236,6.19123E-09
ENSMUSG00000069720,4930572O03Rik,16.32272912,0.616416619,0.037764311,2.59971E-05
ENSMUSG00000007944,Ttc9b,15.80802,0.597093341,0.037771545,0.000108171
ENSMUSG00000043110,Lrrn4,463.0072274,17.50893968,0.037815694,5.69262E-49
ENSMUSG00000078672,Mup20,79.19600891,3.004789985,0.037941179,6.08385E-17
ENSMUSG00000029193,Cckar,160.1282842,6.086873081,0.038012479,1.96443E-27
ENSMUSG00000024681,Ms4a3,128.1803248,4.87336312,0.038019588,1.01803E-14
ENSMUSG00000015365,Mov10l1,31.15509258,1.194186683,0.038330385,1.22178E-08
ENSMUSG00000000381,Wap,126.6146928,4.854039843,0.038337098,4.54376E-23
ENSMUSG00000046435,Gm13078,32.1522538,1.232833238,0.038343602,6.69165E-09
ENSMUSG00000043972,Opn5,32.13074913,1.232833238,0.038369265,5.93495E-06
ENSMUSG00000037922,Bank1,46.561303,1.791280024,0.038471432,2.42581E-11
ENSMUSG00000067242,Lgi1,47.97640231,1.849249858,0.038544988,6.5375E-12
ENSMUSG00000050425,Mrgprb2,15.37932958,0.597093341,0.038824406,6.87084E-05
ENSMUSG00000048304,Slitrk3,15.84027702,0.616416619,0.03891451,3.92466E-05
ENSMUSG00000042045,Sln,31.65904936,1.232833238,0.038940943,1.89139E-09
ENSMUSG00000022705,Drd3,15.3255679,0.597093341,0.038960601,6.42032E-05
ENSMUSG00000031849,Comp,896.2206999,35.01787936,0.03907283,1.47685E-19
ENSMUSG00000015090,Ptgds,2403.080139,94.22866482,0.03921162,7.31242E-42
ENSMUSG00000026840,Lamc3,276.7458869,10.92158965,0.039464325,4.77657E-31
ENSMUSG00000059077,Pth,166.3786569,6.587350033,0.039592518,0.000414058
ENSMUSG00000029019,Nppb,121.8493095,4.834716565,0.039677833,2.15915E-22
ENSMUSG00000027199,Gatm,1616.130167,64.37399775,0.039832186,6.0797E-123
ENSMUSG00000039462,Col10a1,684.6582061,27.31363575,0.039893827,2.36317E-29
ENSMUSG00000008789,Ceacam5,15.39545809,0.616416619,0.040038862,0.000633839
ENSMUSG00000025902,Sox17,14.88612514,0.597093341,0.04011073,0.000205245
ENSMUSG00000079606,Gm595,14.88612514,0.597093341,0.04011073,8.59519E-05
ENSMUSG00000022738,Gsc2,60.94347136,2.446343199,0.040141186,2.15704E-08
ENSMUSG00000029112,Nkx1-1,15.35244874,0.616416619,0.040151029,0.000294237
ENSMUSG00000050217,Lgsn,29.72924093,1.194186683,0.040168758,3.19714E-08
ENSMUSG00000001103,Sebox,15.3416964,0.616416619,0.040179169,4.2688E-05
ENSMUSG00000057967,Fgf18,14.84849196,0.597093341,0.040212389,5.24156E-05
ENSMUSG00000090122,Kcne1l,195.7759784,7.878153105,0.040240652,4.72516E-17
ENSMUSG00000021214,Akr1c18,496.6498469,20.03257599,0.040335412,1.83806E-45
ENSMUSG00000043727,F830045P16Rik,90.18488401,3.640529882,0.040367407,5.87662E-18
ENSMUSG00000060913,Trim55,60.02157649,2.427019921,0.040435791,8.46943E-14
ENSMUSG00000045034,Ankrd34b,90.23326953,3.65985316,0.040559909,1.12531E-18
ENSMUSG00000004542,Psg19,29.79375495,1.213509961,0.040730346,3.02102E-08
ENSMUSG00000032315,Cyp1a1,164.5832527,6.722612978,0.040846276,6.77685E-22
ENSMUSG00000075605,2300005B03Rik,278.7240808,11.4220666,0.040979834,2.24474E-33
ENSMUSG00000058017,Serpinb3d,45.10857051,1.849249858,0.040995532,1.12808E-11
ENSMUSG00000045475,Lce3c,44.60461373,1.82992658,0.0410255,2.08E-06
ENSMUSG00000033770,Clcnka,131.3048096,5.39316335,0.041073616,9.40928E-24
ENSMUSG00000028197,Col24a1,158.7938274,6.568026756,0.041361978,6.42233E-26
ENSMUSG00000007907,4931407G18Rik,14.8592443,0.616416619,0.041483713,0.000105297
ENSMUSG00000026124,Cfc1,14.38754453,0.597093341,0.041500712,0.000118903
ENSMUSG00000048981,Krt31,14.38216836,0.597093341,0.041516225,0.000117532
ENSMUSG00000044576,Fam59b,43.66659036,1.82992658,0.041906789,4.5722E-11
ENSMUSG00000037705,Tecta,229.2465605,9.611463296,0.041926314,6.18862E-33
ENSMUSG00000042607,Asb4,201.0399423,8.475246447,0.042157028,3.26515E-33
ENSMUSG00000090084,Srpx,28.31951779,1.194186683,0.042168327,2.48584E-08
ENSMUSG00000031936,Hephl1,127.5849731,5.431809906,0.042574057,2.7981E-13
ENSMUSG00000041872,Il17f,14.40367303,0.616416619,0.042795794,9.06349E-05
ENSMUSG00000027978,Prss12,14.39829686,0.616416619,0.042811773,0.000108805
ENSMUSG00000028012,Rrh,14.39829686,0.616416619,0.042811773,0.000104368
ENSMUSG00000048480,Cxcr1,13.92659709,0.597093341,0.042874317,0.005721452
ENSMUSG00000079299,Klrb1,13.91046859,0.597093341,0.042924028,0.000166558
ENSMUSG00000050625,Ccdc121,13.90509242,0.597093341,0.042940624,0.000112885
ENSMUSG00000054013,Tmem179,41.71527725,1.791280024,0.042940624,4.1216E-05
ENSMUSG00000053030,Spink2,83.51119703,3.601883326,0.043130544,2.59915E-17
ENSMUSG00000072487,Gm628,41.21132047,1.791280024,0.043465727,3.86366E-09
ENSMUSG00000021575,Ahrr,83.5004447,3.640529882,0.043598928,7.15702E-17
ENSMUSG00000045493,Bhlhe23,209.7079517,9.168956177,0.043722501,2.87254E-31
ENSMUSG00000024029,Tff3,1354.539213,59.26875529,0.043755659,4.30906E-21
ENSMUSG00000029368,Alb,596.3009833,26.13877235,0.043834864,1.93338E-24
ENSMUSG00000027584,Oprl1,69.11290017,3.04343654,0.044035723,4.1317E-15
ENSMUSG00000050201,Otop2,193.8945555,8.552539558,0.04410923,6.61959E-21
ENSMUSG00000025127,Gcgr,247.0596553,10.90226637,0.044128072,6.30086E-29
ENSMUSG00000052273,Dnahc3,149.2039231,6.587350033,0.044149979,2.18376E-23
ENSMUSG00000059741,Myl3,245.5961705,10.88294309,0.044312348,8.55731E-20
ENSMUSG00000090061,3110047P20Rik,136.8214534,6.067549803,0.04434648,2.99676E-20
ENSMUSG00000062712,Olfr531,13.89971625,0.616416619,0.044347425,0.000208011
ENSMUSG00000024173,Tpsab1,95.0577906,4.218299945,0.044376162,3.01843E-13
ENSMUSG00000039342,Ankar,40.75574921,1.810603302,0.044425715,1.74669E-08
ENSMUSG00000024406,Pou5f1,395.8133833,17.58623279,0.044430617,4.02525E-44
ENSMUSG00000021347,Prl7b1,13.43339265,0.597093341,0.04444844,0.000254556
ENSMUSG00000054976,9430031J16Rik,123.2912897,5.48977974,0.044526907,2.97072E-22
ENSMUSG00000020695,Mrc2,268.5119441,12.0578065,0.044906034,1.03268E-23
ENSMUSG00000089672,Gp49a,68.20175764,3.062759818,0.044907344,3.86996E-12
ENSMUSG00000036586,Grifin,215.8454249,9.708079685,0.044977,8.88264E-28
ENSMUSG00000037771,Slc32a1,53.73894676,2.427019921,0.045163146,1.43626E-09
ENSMUSG00000054764,Mtnr1a,53.2134853,2.407696643,0.045245987,5.91263E-11
ENSMUSG00000020867,Spata20,40.28404944,1.82992658,0.045425587,6.05068E-10
ENSMUSG00000032099,Pate4,40.25716859,1.82992658,0.045455919,2.42919E-10
ENSMUSG00000024671,Ms4a14,52.32922362,2.388373366,0.045641292,5.19526E-12
ENSMUSG00000044176,Spink10,53.299504,2.446343199,0.045898048,1.12848E-12
ENSMUSG00000042254,Cilp,5636.758378,258.8795539,0.045927027,3.49972E-51
ENSMUSG00000042807,Hecw2,236.1729274,10.86361981,0.045998582,9.77223E-37
ENSMUSG00000031343,Gabra3,12.97782138,0.597093341,0.04600875,0.000289278
ENSMUSG00000070645,Ren1,252.4257664,11.61529938,0.046014714,2.83878E-11
ENSMUSG00000062077,Trim54,26.35745235,1.213509961,0.046040488,2.67754E-07
ENSMUSG00000071361,Mcpt9,12.96169288,0.597093341,0.046066,0.003042596
ENSMUSG00000058537,Dux,12.95094054,0.597093341,0.046104245,0.0020328
ENSMUSG00000031325,4930519F16Rik,12.94556437,0.597093341,0.046123392,0.000311093
ENSMUSG00000021609,Slc6a3,298.40247,13.82976324,0.046346008,2.96244E-25
ENSMUSG00000051860,Samd7,52.31309511,2.427019921,0.046394118,3.34126E-12
ENSMUSG00000063600,Egfem1,39.82847817,1.849249858,0.046430342,3.82657E-10
ENSMUSG00000059668,Krt4,1368.265489,64.08414858,0.046836048,2.12815E-96
ENSMUSG00000037124,Trim58,128.9355584,6.048226525,0.04690891,3.96795E-20
ENSMUSG00000074651,Gm6320,310.3992587,14.56211953,0.046914157,1.93661E-14
ENSMUSG00000059361,Nrsn2,25.42480514,1.194186683,0.046969354,4.63157E-07
ENSMUSG00000004612,Nkg7,25.40867664,1.194186683,0.046999169,4.86274E-07
ENSMUSG00000029865,Sval1,63.80055082,3.004789985,0.047096615,5.01074E-14
ENSMUSG00000023031,Cela1,88.7697847,4.198976668,0.047301868,1.74219E-16
ENSMUSG00000044021,Muc19,205.8268302,9.746726241,0.047354012,2.57084E-29
ENSMUSG00000020140,Lgr5,37.90942208,1.810603302,0.047761301,4.69474E-10
ENSMUSG00000038255,Neurod2,203.489836,9.727402963,0.047802894,2.92761E-28
ENSMUSG00000020177,9530003J23Rik,24.96385771,1.194186683,0.047836624,4.42457E-07
ENSMUSG00000079339,Gm14446,314.3126373,15.0432732,0.04786086,8.18478E-42
ENSMUSG00000035951,Ascl3,12.46848843,0.597093341,0.04788819,0.000360442
ENSMUSG00000048191,Muc6,444.4819083,21.38134889,0.04810398,7.45381E-21
ENSMUSG00000045281,Gpr20,112.7526097,5.431809906,0.048174583,1.50177E-21
ENSMUSG00000034683,Ppp1r1c,114.3397464,5.509103017,0.048181872,3.52446E-10
ENSMUSG00000048939,Atp13a5,37.88254124,1.82992658,0.048305275,1.5319E-09
ENSMUSG00000039913,Pak7,25.43555748,1.232833238,0.04846889,3.55221E-07
ENSMUSG00000032259,Drd2,61.94063258,3.004789985,0.048510806,6.76537E-07
ENSMUSG00000064140,Trim38,48.97356354,2.388373366,0.048768625,3.4053E-11
ENSMUSG00000041550,Serpina5,62.40158002,3.04343654,0.048771787,5.78332E-13
ENSMUSG00000004655,Aqp1,1201.393628,58.82624817,0.048965008,3.06648E-38
ENSMUSG00000031766,Slc12a3,508.9301694,24.92526239,0.0489758,2.30631E-17
ENSMUSG00000025329,Padi1,543.6882258,26.67789586,0.049068372,6.24904E-37
ENSMUSG00000054215,Sprr2k,36.47281809,1.791280024,0.04911274,4.18577E-09
ENSMUSG00000032500,Dclk3,420.2732843,20.64899261,0.049132299,1.86505E-43
ENSMUSG00000032394,Igdcc3,62.27792814,3.062759818,0.049178897,3.91582E-14
ENSMUSG00000025330,Padi4,381.1315526,18.7610962,0.049224726,2.29971E-21
ENSMUSG00000028294,1700003M02Rik,148.2605236,7.300383042,0.049240235,1.93705E-06
ENSMUSG00000018634,Crhr1,294.2270623,14.50414969,0.04929577,2.5953E-23
ENSMUSG00000056071,S100a9,3096.073032,152.8810035,0.049379004,4.03316E-46
ENSMUSG00000071015,Gm136,12.47924077,0.616416619,0.049395362,0.001134963
ENSMUSG00000078998,Bpifa6,73.87828339,3.65985316,0.049538958,1.20741E-15
ENSMUSG00000066071,Cyp4a12a,36.92301319,1.82992658,0.049560597,1.71628E-06
ENSMUSG00000027022,Xirp2,36.90688469,1.82992658,0.049582255,8.17166E-10
ENSMUSG00000072845,Tmprss11a,97.39478478,4.834716565,0.049640405,4.33662E-19
ENSMUSG00000051728,4930563D23Rik,12.00216483,0.597093341,0.049748804,0.001040062
ENSMUSG00000022416,Cacna1i,387.1131169,19.31954298,0.049906712,4.01647E-30
ENSMUSG00000050074,Spink8,60.43413841,3.024113263,0.050039818,2.14177E-08
ENSMUSG00000038704,Aspdh,84.9854342,4.256946501,0.050090307,3.1071E-10
ENSMUSG00000031549,Ido2,192.9081466,9.708079685,0.050324882,1.03339E-19
ENSMUSG00000036655,Colec11,72.85424132,3.679176437,0.050500511,3.02593E-10
ENSMUSG00000002266,Zim1,24.00432966,1.213509961,0.050553795,7.50717E-07
ENSMUSG00000020660,Pomc,1602.046258,81.13125786,0.050642269,2.435E-16
ENSMUSG00000028172,Tacr3,47.54233572,2.407696643,0.050643213,1.08016E-10
ENSMUSG00000020436,Gabrg2,23.52187755,1.194186683,0.050769191,1.33579E-06
ENSMUSG00000020928,Higd1b,35.96348514,1.82992658,0.050882904,3.66792E-09
ENSMUSG00000062028,Irgc1,35.51329005,1.810603302,0.050983823,2.59068E-06
ENSMUSG00000017165,Gast,106.5183655,5.431809906,0.050994116,4.91564E-10
ENSMUSG00000048038,4932418E24Rik,118.0542067,6.048226525,0.051232622,1.57984E-21
ENSMUSG00000043472,Gm9782,12.00216483,0.616416619,0.051358786,0.000656506
ENSMUSG00000021898,Asb14,11.99678866,0.616416619,0.051381802,0.002442541
ENSMUSG00000022584,Ly6c2,402.4601895,20.68763916,0.051402945,1.21914E-33
ENSMUSG00000020932,Gfap,282.5836977,14.56211953,0.051532058,3.66278E-38
ENSMUSG00000040907,Atp1a3,713.7759669,36.90577577,0.051704985,8.22939E-62
ENSMUSG00000050966,Lin28a,116.5530887,6.028903248,0.051726671,2.4118E-19
ENSMUSG00000056494,Cngb3,23.07705863,1.194186683,0.051747786,7.34178E-07
ENSMUSG00000068614,Actc1,292.0929595,15.12056631,0.051766281,5.35302E-13
ENSMUSG00000031173,Otc,11.50896039,0.597093341,0.051880737,0.001062443
ENSMUSG00000000183,Fgf6,11.50358422,0.597093341,0.051904983,0.000791534
ENSMUSG00000048626,Klf17,58.55271549,3.04343654,0.051977718,2.68815E-13
ENSMUSG00000031073,Fgf15,208.791433,10.88294309,0.052123514,2.13491E-23
ENSMUSG00000026934,Lhx3,186.5287459,9.766049518,0.052356807,4.50159E-17
ENSMUSG00000046180,4930550L24Rik,34.03905288,1.791280024,0.052624262,1.27407E-08
ENSMUSG00000059213,Ddn,46.05197005,2.427019921,0.052701761,3.61854E-11
ENSMUSG00000024171,Prss28,91.65374501,4.834716565,0.052749798,7.56441E-12
ENSMUSG00000032323,Cyp11a1,607.6164016,32.12902904,0.052877159,1.65069E-49
ENSMUSG00000062309,Rpp25,22.56234951,1.194186683,0.052928295,3.16166E-06
ENSMUSG00000042265,Trem1,22.54084483,1.194186683,0.05297879,1.60608E-05
ENSMUSG00000068323,Slc4a5,125.2641075,6.645319867,0.053050471,1.20021E-21
ENSMUSG00000020681,Ace,1187.113607,63.19913434,0.053237646,3.09245E-32
ENSMUSG00000004730,Emr1,681.6774747,36.36665226,0.053348766,6.33782E-23
ENSMUSG00000067220,Cnga1,11.53584123,0.616416619,0.053434908,0.002070396
ENSMUSG00000063971,1700011A15Rik,11.51971272,0.616416619,0.053509721,0.000874069
ENSMUSG00000073408,Dpcr1,158.6755517,8.494569724,0.053534206,3.25439E-25
ENSMUSG00000061815,Rufy4,44.59923756,2.388373366,0.053551888,2.87723E-05
ENSMUSG00000024678,Ms4a4d,11.50896039,0.616416619,0.053559713,0.000503851
ENSMUSG00000073457,Smok2b,11.50358422,0.616416619,0.053584744,0.000852355
ENSMUSG00000033715,Akr1c14,45.58027028,2.446343199,0.053671099,5.28767E-11
ENSMUSG00000014782,Plekhg4,45.56951794,2.446343199,0.053683763,8.10923E-11
ENSMUSG00000057610,Ighv1-73,22.55697334,1.213509961,0.053797553,3.27743E-06
ENSMUSG00000035407,Kank4,180.7662014,9.746726241,0.053918964,6.44495E-28
ENSMUSG00000044243,Bhlha9,44.63149457,2.407696643,0.053946135,3.07552E-10
ENSMUSG00000036123,Slc9a3,268.1423915,14.48482642,0.054019159,1.65791E-33
ENSMUSG00000031394,Opn1mw,11.03726062,0.597093341,0.054097965,0.001392889
ENSMUSG00000029195,Klb,33.10640568,1.791280024,0.05410675,2.26885E-08
ENSMUSG00000071766,Rhox12,235.647466,12.75151623,0.054112681,7.06748E-32
ENSMUSG00000051062,Fbll1,11.03188445,0.597093341,0.054124329,0.001448581
ENSMUSG00000027869,Hsd3b6,155.4758005,8.417276613,0.054138822,1.17541E-25
ENSMUSG00000030491,Tdrd12,67.20459642,3.640529882,0.054170847,2.98008E-14
ENSMUSG00000027876,Reg4,512.5277571,27.89140582,0.054419308,1.66209E-28
ENSMUSG00000036198,Arhgap36,200.5359855,10.92158965,0.054461994,3.02429E-28
ENSMUSG00000015053,Gata2,175.0251617,9.669433129,0.05524596,4.71483E-22
ENSMUSG00000068079,Tcf15,11.04263678,0.616416619,0.055821506,0.001119291
ENSMUSG00000045350,1700030F18Rik,11.03726062,0.616416619,0.055848697,0.001188697
ENSMUSG00000025348,Itga7,585.3712461,32.7067991,0.0558736,7.98782E-33
ENSMUSG00000062961,Gm1568,22.0637689,1.232833238,0.055875913,0.000902089
ENSMUSG00000043073,Dub3,11.02113211,0.616416619,0.055930426,0.001101787
ENSMUSG00000059562,Ccdc154,118.0757114,6.645319867,0.056280159,2.9134E-19
ENSMUSG00000011463,Cpb1,32.14687763,1.810603302,0.056322836,4.83627E-08
ENSMUSG00000029120,Ppp2r2c,149.7508892,8.436599891,0.056337561,3.44607E-17
ENSMUSG00000032493,Prss44,10.56556085,0.597093341,0.05651317,0.001904633
ENSMUSG00000031170,Slc38a5,63.32885105,3.582560048,0.056570741,9.35503E-10
ENSMUSG00000026692,Fmo4,31.65367319,1.791280024,0.056589958,0.001370743
ENSMUSG00000074704,Rad21l,10.54943234,0.597093341,0.056599571,0.001705527
ENSMUSG00000055523,Gucy2g,202.3690229,11.48003643,0.05672823,1.08349E-26
ENSMUSG00000040522,Tlr8,42.69093381,2.427019921,0.056850945,3.67283E-10
ENSMUSG00000038925,E330034G19Rik,85.45713397,4.87336312,0.05702699,3.15341E-10
ENSMUSG00000068745,Mybphl,85.43025313,4.87336312,0.057044934,1.29018E-15
ENSMUSG00000055937,Krt28,53.299504,3.04343654,0.057100654,8.44683E-09
ENSMUSG00000068129,Cst7,53.21886147,3.04343654,0.057187179,4.6332E-09
ENSMUSG00000042357,Gjb5,74.40374485,4.276269779,0.057473851,9.13433E-09
ENSMUSG00000052469,Tcp10c,21.10961702,1.213509961,0.057486119,9.05749E-06
ENSMUSG00000068407,Rnase12,21.10961702,1.213509961,0.057486119,9.8361E-06
ENSMUSG00000086151,Gm5698,21.10961702,1.213509961,0.057486119,7.38537E-06
ENSMUSG00000039720,Got1l1,21.08811234,1.213509961,0.057544741,6.22007E-06
ENSMUSG00000051455,Gm1564,21.08811234,1.213509961,0.057544741,4.12255E-06
ENSMUSG00000059606,Ear5,95.06316677,5.470456462,0.057545489,1.40201E-14
ENSMUSG00000061911,Myt1l,242.8251097,14.00367274,0.057669789,1.13284E-29
ENSMUSG00000024857,Cabp2,157.4163613,9.091663066,0.057755515,5.98211E-19
ENSMUSG00000074001,Kbtbd5,430.5915413,24.88661583,0.057796342,4.21304E-22
ENSMUSG00000056648,Hoxb8,31.63754468,1.82992658,0.057840348,5.4447E-08
ENSMUSG00000029819,Npy,460.1125148,26.73586569,0.058107234,4.66567E-23
ENSMUSG00000029736,Nobox,41.7582866,2.427019921,0.058120678,5.68528E-10
ENSMUSG00000000214,Th,791.4507561,46.03608539,0.058166708,9.20513E-49
ENSMUSG00000041255,Tmco5b,30.72102599,1.791280024,0.058307949,2.05038E-05
ENSMUSG00000068341,Reg3d,10.56018468,0.616416619,0.058371765,0.001655824
ENSMUSG00000062064,Slc2a7,10.55480851,0.616416619,0.058401497,0.002057896
ENSMUSG00000047021,Ccdc108,600.8527228,35.17246558,0.058537582,1.97607E-14
ENSMUSG00000079466,Prdm12,62.83027044,3.679176437,0.058557387,7.81347E-13
ENSMUSG00000025784,Clec3b,176.6069222,10.36314286,0.058679143,1.17585E-23
ENSMUSG00000022055,Nefl,545.6019057,32.03241265,0.058710229,4.19527E-41
ENSMUSG00000092622,2410004A20Rik,423.553678,24.86729255,0.058711077,4.50057E-43
ENSMUSG00000020037,Rfx4,112.666591,6.645319867,0.058982169,2.0227E-18
ENSMUSG00000051279,Gdf6,142.9858074,8.436599891,0.059003058,1.71069E-22
ENSMUSG00000074181,Gm3776,10.09923724,0.597093341,0.059122618,0.018776896
ENSMUSG00000078816,Prkcc,113.6637522,6.722612978,0.059144739,1.81932E-19
ENSMUSG00000062410,Hsd3b3,10.08848491,0.597093341,0.059185631,0.00241196
ENSMUSG00000029620,1700018F24Rik,10.07773257,0.597093341,0.059248778,0.017070378
