,Ductal/Acinar_pancreatic,Acinar/Ductal_pancreatic,Ductal_pancreatic,Endocrine-Ngn3_pancreatic,Endocrine_pancreatic,Podocyte-like_pancreatic,Mesenchymal_pancreatic,Acinar_pancreatic,Proliferating_pancreatic
Stag2,0.14159835875034332,0.17440250515937805,0.17569364607334137,0.11060671508312225,0.11794911324977875,0.0,0.0,0.16839413344860077,0.0
Gm43337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sh2d1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenm1,0.0,0.0,0.0,0.0,0.0012875645188614726,0.0,0.0,0.001026840996928513,0.0
Gm362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dcaf12l2,0.0,0.021025406196713448,0.00334927742369473,0.0,0.0023337623570114374,0.0,0.0,0.004805887583643198,0.0
Dcaf12l1,0.03526993468403816,0.06897909194231033,0.05486457422375679,0.019840657711029053,0.03442102298140526,0.0,0.0,0.03736397624015808,0.0
Prr32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930515L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actrt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smarca1,0.11563064157962799,0.14121006429195404,0.1434221714735031,0.07011520117521286,0.42408567667007446,0.0,0.0,0.08490090817213058,0.24148458242416382
Ocrl,0.05866265669465065,0.0656905323266983,0.05618135631084442,0.08775688707828522,0.44643571972846985,0.0,0.0,0.03703276440501213,0.0
Apln,0.004893275909125805,0.0,0.0018378407694399357,0.0,0.004684107378125191,0.0,0.0,0.001134705264121294,0.0
Xpnpep2,0.011790278367698193,0.0,0.0,0.0,0.01805894635617733,0.0,0.0,0.0048509808257222176,0.0
Sash3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027126113418489695,0.0
Zdhhc9,0.07727687805891037,0.02791707031428814,0.05516946688294411,0.03137601912021637,0.027436673641204834,0.0,0.0,0.022416722029447556,0.0
Utp14a,0.13517025113105774,0.13297346234321594,0.07684358209371567,0.04354328662157059,0.030709119513630867,0.0,0.0,0.155392587184906,0.0
9530027J09Rik,0.0,0.0,0.0,0.011300512589514256,0.0,0.0,0.0,0.0010261188726872206,0.0
Bcorl1,0.04097366705536842,0.0316479466855526,0.04923592135310173,0.0,0.01826406829059124,0.0,0.0,0.04801325500011444,0.0
Elf4,0.049834173172712326,0.07476088404655457,0.13073131442070007,0.010110498405992985,0.03412564471364021,0.0,0.0,0.08774565905332565,0.0
Aifm1,0.39621615409851074,0.525143563747406,0.40764597058296204,0.1662570834159851,0.17604763805866241,0.4244122803211212,0.0,0.5301497578620911,0.0
Rab33a,0.10802004486322403,0.024983439594507217,0.03570166230201721,0.02917080745100975,0.013474498875439167,0.4708254039287567,0.0,0.023203494027256966,0.0
Zfp280c,0.03857763484120369,0.026795534417033195,0.036591172218322754,0.029115309938788414,0.016615232452750206,0.0,0.0,0.05702211707830429,0.0
Slc25a14,0.10677631199359894,0.048521801829338074,0.06632241606712341,0.09183521568775177,0.16478905081748962,0.0,0.0,0.023378469049930573,0.0
Gpr119,0.0036116614937782288,0.0,0.0,0.0,0.13041813671588898,0.0,0.0,0.0,0.0
Rbmx2,0.10466458648443222,0.17189761996269226,0.11815661936998367,0.17738761007785797,0.16695185005664825,0.726772665977478,1.0370312929153442,0.12148220837116241,0.0
Gm595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enox2,0.0317072719335556,0.009814455173909664,0.014237144030630589,0.04118536412715912,0.03062940388917923,0.0,0.0,0.025791609659790993,0.0
Gm14696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgap36,0.0,0.0,0.005382097791880369,0.022269662469625473,0.11840321123600006,0.0,0.0,0.0029065744020044804,0.0
Olfr1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igsf1,0.023928482085466385,0.009833166375756264,0.01698242872953415,0.0,0.079173244535923,0.0,0.0,0.004568244330585003,0.0
Olfr1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stk26,0.004551637452095747,0.008829168044030666,0.012259664945304394,0.0,0.0035601286217570305,0.0,0.0,0.01975436694920063,0.0
Frmd7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rap2c,0.03786153346300125,0.040767915546894073,0.04531254991889,0.06514284014701843,0.019204074516892433,0.0,0.0,0.06936395913362503,0.0
Mbnl3,0.06096727401018143,0.10916653275489807,0.07830189913511276,0.011143437586724758,0.008953873999416828,0.0,0.0,0.21099889278411865,0.0
Hs6st2,0.044771958142519,0.04933389276266098,0.0783565491437912,0.02490401268005371,0.0044807386584579945,0.0,0.0,0.07058043777942657,0.31098634004592896
Usp26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700080O16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gpc4,0.017516855150461197,0.11972388625144958,0.11694697290658951,0.09784665703773499,0.32683148980140686,0.0,0.0,0.035325415432453156,0.0
Gpc3,1.8400352001190186,1.3164442777633667,1.02768075466156,0.3785899579524994,0.23465289175510406,1.8444864749908447,2.478635549545288,1.632647156715393,1.0387693643569946
Gm14582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A630012P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc160,0.004957453813403845,0.01649107225239277,0.015571028925478458,0.0,0.02420041523873806,0.0,0.0,0.001797103206627071,0.0
Phf6,0.10569600760936737,0.06942770630121231,0.1376681923866272,0.09281260520219803,0.058295998722314835,0.0,0.0,0.12756021320819855,0.8490756154060364
Hprt,1.150618076324463,1.0627827644348145,0.9804375767707825,0.34358611702919006,0.7104076147079468,0.7341958284378052,1.0370312929153442,1.283118486404419,1.507798194885254
Gm28730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032648961059749126,0.0
Plac1,0.08894091099500656,0.11403779685497284,0.04477126523852348,0.05277442932128906,0.049339357763528824,0.0,0.0,0.14303918182849884,0.0
Fam122b,0.008428660221397877,0.007151938509196043,0.005719972308725119,0.0,0.015296664088964462,0.0,0.0,0.01812012679874897,0.0
Fam122c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mospd1,0.17599205672740936,0.23868167400360107,0.17929556965827942,0.3355809450149536,0.07907616347074509,0.2559472918510437,0.0,0.21621406078338623,0.24148458242416382
Etd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cxx1c,0.0,0.0,0.0037375378888100386,0.01002210658043623,0.0013925924431532621,0.0,0.0,0.0,0.0
Cxx1a,0.09374690055847168,0.08169693499803543,0.12683188915252686,0.37021303176879883,0.23547156155109406,0.8952376842498779,0.0,0.09724166989326477,0.0
Cxx1b,0.1270255595445633,0.1320141851902008,0.1434508115053177,0.2976307272911072,0.41507434844970703,0.4708254039287567,1.0370312929153442,0.08932312577962875,0.31098634004592896
4930502E18Rik,0.0,0.0,0.0,0.0,0.001100397203117609,0.0,0.0,0.0,0.0
1700013H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp36l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xlr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slxl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3830403N18Rik,0.004992050584405661,0.0032855456229299307,0.0032722477335482836,0.0,0.0016728593036532402,0.0,0.0,0.014527610503137112,0.0
Gm773,0.0,0.0,0.0018234868766739964,0.0,0.0,0.0,0.0,0.0022734671365469694,0.0
1600025M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp449,0.02347416989505291,0.028146224096417427,0.03494371473789215,0.027025945484638214,0.03463979437947273,0.0,0.0,0.033466238528490067,0.0
Gm2155,0.0,0.0,0.0,0.0,0.0025922944769263268,0.0,0.0,0.0,0.0
Smim10l2a,0.06203744560480118,0.03846781328320503,0.044796817004680634,0.020978709682822227,0.036224301904439926,0.0,0.0,0.06610562652349472,0.0
Gm2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ddx26b,0.0330648273229599,0.02945592813193798,0.038899242877960205,0.07508379966020584,0.05700106918811798,0.0,0.0,0.031608764082193375,0.0
Gm10477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm648,0.0,0.0,0.0,0.02138826996088028,0.03745855763554573,0.0,0.0,0.0,0.0
Mmgt1,0.04269832745194435,0.03383537009358406,0.030959272757172585,0.019748009741306305,0.012006434611976147,0.0,0.0,0.05991289019584656,0.0
Slc9a6,0.011416836641728878,0.019071921706199646,0.03391373157501221,0.06570981442928314,0.043432388454675674,0.0,0.0,0.026793867349624634,0.0
Fhl1,0.03281859681010246,0.008330842480063438,0.03470708802342415,0.009364215657114983,0.012647239491343498,0.4244122803211212,0.0,0.04460771754384041,0.31098634004592896
Mtap7d3,0.007463006768375635,0.0,0.007305264472961426,0.0,0.003251170739531517,0.0,0.0,0.009008084423840046,0.0
Adgrg4,0.0,0.0,0.0,0.0,0.009201551787555218,0.0,0.0,0.0011717957677319646,0.0
Brs3,0.0,0.0,0.0,0.0,0.002280899789184332,0.0,0.0,0.0,0.0
Htatsf1,0.2720189690589905,0.3335893452167511,0.24302515387535095,0.2750730812549591,0.2190549075603485,0.0,0.0,0.29464057087898254,0.7105135321617126
Vgll1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd40lg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arhgef6,0.0,0.0,0.0,0.0,0.005995853338390589,0.0,0.0,0.0,0.0
Rbmx,0.4853512942790985,0.5127614736557007,0.5313377380371094,0.385339617729187,0.30160707235336304,0.5501965880393982,1.5350722074508667,0.5009776949882507,0.5524709224700928
Gm364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gpr101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zic3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930550L24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fgf13,0.0,0.009331902489066124,0.004164228215813637,0.009965864941477776,0.0016934926388785243,0.0,0.0,0.0027924925088882446,0.0
F9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mcf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atp11c,0.027610933408141136,0.015717243775725365,0.015063152648508549,0.01029837504029274,0.006952616851776838,0.0,0.0,0.03642449527978897,0.0
Gm7073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14661,0.0,0.0027097961865365505,0.0,0.0,0.0,0.0,0.0,0.00323909311555326,0.0
Sox3,0.0,0.0,0.0018257851479575038,0.0,0.006115209311246872,0.0,0.0,0.0010604704730212688,0.0
Gm14662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cdr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ldoc1,0.0,0.0,0.0,0.0,0.0035281318705528975,0.0,0.0,0.0,0.0
4933402E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931400O07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700019B21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3830417A13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slitrk4,0.0,0.006709283217787743,0.0024335493799299,0.0,0.0007821053732186556,0.0,0.0,0.004417699296027422,0.0
Ctag2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930447F04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slitrk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700036O09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933436I01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fmr1os,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001093282364308834,0.0
Fmr1,0.22145412862300873,0.2870887815952301,0.2872684597969055,0.3304063081741333,0.2511928081512451,0.0,1.0370312929153442,0.38272035121917725,0.7105135321617126
Fmr1nb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14698,0.0,0.0,0.003170170122757554,0.0,0.0039466130547225475,0.0,0.0,0.018948718905448914,0.0
Gm6812,0.0,0.005283925216645002,0.0018753345357254148,0.0,0.0,0.0,0.0,0.0,0.0
Gm14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aff2,0.0,0.005387050099670887,0.0016796512063592672,0.010433923453092575,0.014748673886060715,0.0,0.0,0.01196939405053854,0.0
1700111N16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020N15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018199057085439563,0.0
Ids,0.011617505922913551,0.008260506205260754,0.01537427119910717,0.2953687906265259,0.21109482645988464,0.0,0.0,0.012049409560859203,0.0
1110012L19Rik,0.38092297315597534,0.29386258125305176,0.3074515163898468,1.098846197128296,0.691382110118866,1.5201992988586426,1.0370312929153442,0.22479072213172913,0.0
4930567H17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC023829,0.1603114902973175,0.11606661975383759,0.06534097343683243,1.0572285652160645,0.5252206921577454,0.9648948907852173,0.0,0.09226149320602417,0.6587225794792175
Mamld1,0.020519252866506577,0.036453727632761,0.03555368259549141,0.06883057951927185,0.1162509024143219,0.2559472918510437,0.0,0.014261923730373383,0.24148458242416382
Mtm1,0.0,0.021887600421905518,0.04237904027104378,0.028968267142772675,0.03128750994801521,0.0,0.0,0.01218479499220848,0.0
Mtmr1,0.026061728596687317,0.038802050054073334,0.04298285394906998,0.07634681463241577,0.03983117267489433,0.0,0.0,0.05544478818774223,0.24148458242416382
Cd99l2,0.12196391075849533,0.16358546912670135,0.1486588716506958,0.06813046336174011,0.1171688362956047,0.2559472918510437,0.0,0.13295623660087585,0.0
Gm16189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmgb3,1.390053153038025,1.1697231531143188,1.076372504234314,0.7609425187110901,0.38210123777389526,1.5201992988586426,1.5350722074508667,1.090142846107483,1.9815996885299683
Gpr50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012008452322334051,0.0
Vma21,0.21649125218391418,0.3131738305091858,0.23247197270393372,0.3567582368850708,0.4324193000793457,0.4708254039287567,0.0,0.2433525174856186,0.0
Gm1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prrg3,0.012501204386353493,0.02062186412513256,0.018476244062185287,0.0,0.007006483152508736,0.0,0.0,0.0037919783499091864,0.0
Fate1,0.0,0.0,0.0,0.0,0.0009867757325991988,0.0,0.0,0.0,0.0
Cnga2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magea4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabre,0.0,0.006430769804865122,0.011314140632748604,0.0,0.003183017484843731,0.0,0.0,0.008313619531691074,0.0
Magea10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabra3,0.0,0.0,0.0,0.0,0.001738802995532751,0.0,0.0,0.0015233707381412387,0.0
Gabrq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cetn2,0.47323697805404663,0.5358704328536987,0.5302637219429016,0.4124082028865814,0.5727695226669312,0.0,0.0,0.5824129581451416,0.46902891993522644
Nsdhl,0.1825433224439621,0.19403646886348724,0.17137528955936432,0.20324905216693878,0.1710716038942337,0.0,0.0,0.26047664880752563,0.0
Gm14684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp185,0.019574889913201332,0.006473966874182224,0.008568032644689083,0.008681186474859715,0.004934665746986866,0.0,0.0,0.005498255603015423,0.0
Pnma5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pnma3,0.0,0.0,0.0,0.0,0.0012050739023834467,0.0,0.0,0.0,0.0
Xlr4a,0.0,0.004815055988729,0.0,0.0,0.00528160622343421,0.0,0.0,0.0,0.0
Xlr3a,0.22746217250823975,0.2259187549352646,0.08549679070711136,0.04335131123661995,0.12720747292041779,0.0,0.0,0.07544509321451187,0.0
Xlr5a,0.0,0.0036127748899161816,0.005386892706155777,0.0,0.0024381778202950954,0.0,0.0,0.0,0.0
Gm14685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXBay18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xlr5b,0.0,0.003234977601096034,0.0,0.0,0.0026320733595639467,0.0,0.0,0.0,0.0
Spin2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xlr3b,0.06807433813810349,0.0918331891298294,0.043906163424253464,0.040346596390008926,0.02788366936147213,0.0,0.0,0.028589075431227684,0.0
Xlr4b,0.012902171351015568,0.016951140016317368,0.0018234868766739964,0.010791076347231865,0.012475373223423958,0.0,0.0,0.006188742816448212,0.0
F8a,0.1457911878824234,0.18103711307048798,0.14930927753448486,0.23310725390911102,0.3084396421909332,0.0,0.0,0.22758400440216064,0.6587225794792175
Xlr4c,0.0,0.006513992324471474,0.0042009903118014336,0.0,0.007136675529181957,0.0,0.0,0.0012589710531756282,0.0
Xlr3c,0.0,0.0,0.003995956387370825,0.0,0.0,0.0,0.0,0.0,0.0
Xlr5c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp275,0.017589082941412926,0.027731705456972122,0.035777293145656586,0.04240602254867554,0.022723058238625526,0.0,0.0,0.034251369535923004,0.0
Gm26726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp92,0.0,0.0,0.0,0.04330490529537201,0.03226427361369133,0.0,0.0,0.000634970492683351,0.0
Trex2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haus7,0.2925288677215576,0.2744500935077667,0.21249563992023468,0.47030046582221985,0.303197979927063,0.2559472918510437,1.0370312929153442,0.23753602802753448,0.24148458242416382
Bgn,0.03344148024916649,0.02657497115433216,0.03501418977975845,0.04018709436058998,0.0361996665596962,0.2559472918510437,1.5350722074508667,0.04317032918334007,0.6587225794792175
Atp2b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusp9,0.5906127691268921,0.35013121366500854,0.27350249886512756,0.01863829791545868,0.006903855595737696,0.0,0.0,0.36911502480506897,0.24148458242416382
Pnck,0.19954024255275726,0.1738015115261078,0.18666867911815643,0.11478129774332047,0.20414048433303833,0.0,0.0,0.11296414583921432,0.0
Slc6a8,0.0222170390188694,0.024512117728590965,0.046294793486595154,0.106717050075531,0.02926209382712841,0.0,0.0,0.04397013410925865,0.0
Bcap31,1.0810049772262573,1.1836731433868408,1.038978099822998,0.7397765517234802,0.7315775752067566,0.8952376842498779,1.0370312929153442,1.1148275136947632,1.1363539695739746
Abcd1,0.009739845059812069,0.030777795240283012,0.018935687839984894,0.021612798795104027,0.034112997353076935,0.0,0.0,0.011557241901755333,0.0
Plxnb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srpk3,0.006497365888208151,0.0,0.002557707717642188,0.0,0.008594585582613945,0.0,0.0,0.0,0.0
Idh3g,0.9982051253318787,0.9581672549247742,0.5589503645896912,0.652189314365387,0.7961907982826233,0.2559472918510437,0.0,0.8493730425834656,0.9466603398323059
Ssr4,1.255388855934143,1.3932101726531982,0.8798502087593079,0.7761759757995605,1.5407196283340454,1.2591441869735718,1.5350722074508667,1.5300503969192505,1.0387693643569946
Pdzd4,0.0,0.007206330541521311,0.001631733262911439,0.018841858953237534,0.014254873618483543,0.0,0.0,0.0008950195624493062,0.0
L1cam,0.0,0.0,0.00177556904964149,0.0,0.004553774371743202,0.0,0.0,0.0,0.0
Arhgap4,0.01094082836061716,0.003155159531161189,0.008100898005068302,0.0,0.0017985544400289655,0.0,0.0,0.013003988191485405,0.0
Avpr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naa10,0.6071501970291138,0.6298531889915466,0.4765584170818329,0.2522906959056854,0.3678746223449707,0.7089475989341736,0.0,0.8440123796463013,0.5524709224700928
Renbp,0.08147143572568893,0.09170188009738922,0.10142812877893448,0.030965693295001984,0.03446369618177414,0.0,1.0370312929153442,0.025534117594361305,0.31098634004592896
Hcfc1,0.1150309294462204,0.1779182255268097,0.22132408618927002,0.2136916071176529,0.15315550565719604,0.0,0.0,0.24778227508068085,0.0
Irak1,0.13219542801380157,0.1274344027042389,0.11420680582523346,0.14937840402126312,0.20021942257881165,0.4708254039287567,0.0,0.213953897356987,0.0
Mecp2,0.14201828837394714,0.09342046827077866,0.13291461765766144,0.156778946518898,0.14965373277664185,0.0,0.0,0.128152996301651,0.0
Opn1mw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tex28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tktl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flna,0.23285508155822754,0.14307335019111633,0.3012395203113556,0.13037025928497314,0.0701923593878746,1.3392256498336792,0.0,0.11972951889038086,0.31098634004592896
Emd,0.5405359268188477,0.5049039125442505,0.43975043296813965,0.4793223738670349,0.4113186001777649,1.1214382648468018,1.0370312929153442,0.5033779144287109,0.31098634004592896
Rpl10,3.7858939170837402,3.571280002593994,3.328376531600952,2.84700870513916,3.042729377746582,3.574679136276245,3.9509215354919434,3.674389600753784,3.4898338317871094
Dnase1l1,0.029569702222943306,0.05496246740221977,0.04896481707692146,0.008150055073201656,0.004477684386074543,0.0,0.0,0.026082390919327736,0.0
Taz,0.28499704599380493,0.2856527864933014,0.3383229672908783,0.16922295093536377,0.3317599594593048,0.2559472918510437,0.0,0.23215621709823608,0.0
Atp6ap1,0.29187530279159546,0.40520551800727844,0.36054351925849915,0.6144605278968811,0.6460095047950745,0.2559472918510437,0.0,0.29837924242019653,0.0
Gdi1,0.24267706274986267,0.2282141149044037,0.28647568821907043,0.9426203966140747,1.0026477575302124,0.8695864081382751,1.5350722074508667,0.16230984032154083,0.0
Fam50a,0.2343725562095642,0.1858358532190323,0.2194496989250183,0.18518699705600739,0.30130302906036377,0.0,0.0,0.21620690822601318,0.8658323287963867
Plxna3,0.03058158978819847,0.03173135966062546,0.021122166886925697,0.011987101286649704,0.03326831012964249,0.726772665977478,0.0,0.04018353670835495,0.0
Lage3,0.7607409358024597,0.6489725112915039,0.6130436062812805,0.3072575330734253,0.5311435461044312,0.2559472918510437,0.0,0.7127019166946411,0.7112004160881042
Ubl4a,0.54408860206604,0.5630081295967102,0.5378170013427734,0.403971791267395,0.405103474855423,1.1333599090576172,0.0,0.7147183418273926,0.0
Slc10a3,0.03996984288096428,0.053798507899045944,0.08265615254640579,0.07543612271547318,0.03944643586874008,0.0,0.0,0.05241785943508148,0.31098634004592896
Fam3a,0.16821058094501495,0.2186363786458969,0.17153356969356537,0.17559978365898132,0.36449748277664185,0.2559472918510437,0.0,0.17789097130298615,0.31098634004592896
Ikbkg,0.05352427065372467,0.04315732419490814,0.09481501579284668,0.07446205615997314,0.05035227909684181,0.0,0.0,0.06682614982128143,0.0
G6pdx,0.15562641620635986,0.13415361940860748,0.08576395362615585,0.08285995572805405,0.06026039645075798,0.0,0.0,0.1319519579410553,0.0
Gm6880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1326-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gab3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009628146653994918,0.0
Dkc1,0.6512494683265686,0.6246413588523865,0.4392684996128082,0.13012593984603882,0.1290239840745926,1.1214382648468018,0.0,0.8500586748123169,0.3800467550754547
Mpp1,0.05395907536149025,0.16231009364128113,0.16370947659015656,0.019135361537337303,0.006200127769261599,0.0,0.0,0.09025954455137253,0.0
Smim9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.01306507084518671,0.017056364566087723,0.010473709553480148,0.0,0.008917720057070255,0.0,0.0,0.014272237196564674,0.0
Fundc2,0.6262086629867554,0.5348355174064636,0.4649835526943207,0.3169597387313843,0.4445263743400574,0.4244122803211212,0.0,0.34526193141937256,0.24148458242416382
Cmc4,0.04982208460569382,0.041622597724199295,0.048496413975954056,0.04866941273212433,0.04794512689113617,0.0,0.0,0.04947414621710777,0.0
Mtcp1,0.01354083139449358,0.020383240655064583,0.02512638457119465,0.03864021599292755,0.01032858993858099,0.0,0.0,0.019303621724247932,0.0
Brcc3,0.4186498820781708,0.3708551824092865,0.38328686356544495,0.37714940309524536,0.24321416020393372,0.726772665977478,0.0,0.6289368867874146,0.3800467550754547
Vbp1,0.5010480880737305,0.469081848859787,0.3899610638618469,0.6802845597267151,0.6432852745056152,0.2559472918510437,1.0370312929153442,0.43020743131637573,0.31098634004592896
Gm15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rab39b,0.021423887461423874,0.02005981281399727,0.014241944998502731,0.07449890673160553,0.08019060641527176,0.2559472918510437,1.0370312929153442,0.03194092586636543,0.0
Gm15063,0.0,0.003096508327871561,0.0,0.0,0.0,0.0,0.0,0.0009693175670690835,0.0
Pls3,0.2672834098339081,0.24629482626914978,0.2728252112865448,0.041533928364515305,0.07158460468053818,0.2559472918510437,0.0,0.2336481213569641,0.24148458242416382
Gm14715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm14717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cldn34b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
